title,budget,runtime,original_language,release_date,revenue,genre
Mean Streets,500000,110.0,en,1973-10-02,3000000,Drama
Renaissance Man,40000000,128.0,en,1994-06-03,24332324,Comedy
Colombiana,40000000,108.0,en,2011-07-27,60965854,Action
Quest for Camelot,40000000,86.0,en,1998-05-15,38172500,Fantasy
City By The Sea,40000000,108.0,en,2002-09-06,22433915,Crime
At First Sight,0,128.0,en,1999-01-15,0,Drama
Torque,40000000,84.0,en,2004-01-16,46546197,Action
City Hall,0,111.0,en,1996-02-16,0,Drama
Showgirls,45000000,128.0,en,1995-09-22,20350754,Drama
Marie Antoinette,40000000,123.0,en,2006-05-24,60474340,Drama
Kiss of Death,40000000,101.0,en,1995-04-21,0,Action
Get Carter,63600000,102.0,en,2000-10-06,19412993,Action
The Impossible,42000000,113.0,en,2012-09-09,180274123,Thriller
Ishtar,55000000,107.0,en,1987-05-15,14375181,Action
Fantastic Mr. Fox,40000000,87.0,en,2009-10-23,46471023,Adventure
Life or Something Like It,40000000,103.0,en,2002-04-26,16872671,Comedy
Memoirs of an Invisible Man,40000000,99.0,en,1992-02-28,14358033,Comedy
Amélie,10000000,122.0,fr,2001-04-25,173921954,Comedy
New York Minute,0,91.0,en,2004-05-01,0,Comedy
Alfie,60000000,103.0,en,2004-10-22,13395939,Comedy
Big Miracle,40000000,107.0,en,2012-02-02,24719215,Adventure
The Deep End of the Ocean,38000000,106.0,en,1999-03-12,28121100,Drama
FearDotCom,40000000,101.0,en,2002-08-09,18902015,Horror
Cirque du Freak: The Vampire's Assistant,40000000,109.0,en,2009-10-23,28169671,Adventure
Duplex,40000000,89.0,en,2003-09-26,19322135,Action
Soul Men,0,103.0,en,2008-11-07,0,Comedy
Raise the Titanic,0,115.0,en,1980-01-01,0,Action
Universal Soldier: The Return,45000000,82.0,en,1999-08-05,10667893,Action
Pandorum,33000000,108.0,en,2009-09-08,20645327,Action
Impostor,40000000,102.0,en,2001-12-03,0,Action
Extreme Ops,40000000,93.0,en,2002-11-27,10959475,Action
Just Visiting,0,88.0,en,2001-04-06,0,Comedy
Sunshine,50000000,107.0,en,2007-04-05,32017803,Science Fiction
A Thousand Words,40000000,91.0,en,2012-03-07,22044277,Drama
Delgo,40000000,94.0,en,2008-12-12,0,Adventure
The Gunman,40000000,115.0,en,2015-02-16,13644292,Action
Stormbreaker,40000000,93.0,en,2006-07-21,23937870,Adventure
Disturbia,20000000,105.0,en,2007-04-12,117760134,Thriller
Hackers,20000000,107.0,en,1995-09-14,7563728,Action
The Hunting Party,0,101.0,en,2007-09-03,0,Action
The Hudsucker Proxy,30000000,111.0,en,1994-03-11,0,Comedy
The Warlords,40000000,126.0,zh,2007-12-12,0,Action
Nomad: The Warrior,25000000,112.0,en,2005-07-17,0,Action
Snowpiercer,39200000,126.0,ko,2013-08-01,86758912,Action
A Monster in Paris,25000000,90.0,fr,2011-10-12,0,Adventure
The Last Shot,0,90.0,en,2004-09-24,0,Action
The Crow,15000000,102.0,en,1994-05-11,94000000,Fantasy
Baahubali: The Beginning,40000000,159.0,te,2015-07-10,100000000,Action
The Time Traveler's Wife,39000000,107.0,en,2009-08-14,101229792,Drama
Because I Said So,0,102.0,en,2007-02-02,69485490,Comedy
Frankenweenie,39000000,87.0,en,2012-10-04,35287788,Animation
Serenity,39000000,119.0,en,2005-08-25,38869464,Science Fiction
Against the Ropes,39000000,106.0,en,2004-02-20,6614280,Romance
Superman III,39000000,125.0,en,1983-06-17,75850624,Comedy
Grudge Match,40000000,113.0,en,2013-12-25,44907260,Comedy
Red Cliff,80341000,150.0,zh,2008-07-10,127814609,Adventure
Sweet Home Alabama,30000000,108.0,en,2002-09-26,180622424,Comedy
The Ugly Truth,38000000,96.0,en,2009-07-24,205298907,Comedy
Sgt. Bilko,0,90.0,en,1996-03-29,0,Comedy
Spy Kids 2: The Island of Lost Dreams,38000000,100.0,en,2002-08-07,119723358,Action
Star Trek: Generations,38000000,118.0,en,1994-11-17,120000000,Science Fiction
The Grandmaster,3860000,130.0,zh,2013-01-08,64076736,Action
Water for Elephants,38000000,120.0,en,2011-03-15,114156230,Drama
Dragon Nest: Warriors' Dawn,40000000,88.0,zh,2014-05-20,0,Adventure
The Hurricane,50000000,146.0,en,1999-09-17,73956241,Drama
Enough,38000000,114.0,en,2002-05-24,51801187,Drama
Heartbreakers,35000000,123.0,en,2001-03-23,0,Crime
Paul Blart: Mall Cop 2,38000000,94.0,en,2015-04-16,107597242,Action
Angel Eyes,53000000,102.0,en,2001-05-15,29700000,Drama
Joe Somebody,38000000,99.0,en,2001-12-21,0,Comedy
The Ninth Gate,38000000,133.0,en,1999-08-24,58401898,Horror
Extreme Measures,38000000,118.0,en,1996-09-27,17380126,Drama
Rock Star,57000000,105.0,en,2001-09-04,16991902,
Precious,10000000,110.0,en,2009-11-06,47536959,Drama
White Squall,38000000,129.0,en,1996-02-02,10300000,Action
The Thing,15000000,109.0,en,1982-06-25,19629760,Horror
Riddick,38000000,119.0,en,2013-09-02,98337295,Science Fiction
Switchback,37000000,118.0,en,1997-10-31,6482195,Action
Texas Rangers,0,110.0,en,2001-11-30,0,Action
City of Ember,55000000,90.0,en,2008-10-07,17869048,Adventure
The Master,32000000,137.0,en,2012-09-07,28258060,Drama
Virgin Territory,38000000,93.0,en,2007-12-17,5410749,Adventure
The Express,40000000,130.0,en,2008-10-10,9793496,Drama
The 5th Wave,38000000,112.0,en,2016-01-14,109906372,Adventure
Creed,37000000,133.0,en,2015-11-25,173567581,Drama
The Town,37000000,125.0,en,2010-09-15,154026136,Crime
What to Expect When You're Expecting,40000000,110.0,en,2012-05-17,79700000,Romance
Burn After Reading,37000000,96.0,en,2008-09-05,163720069,Comedy
Nim's Island,37000000,96.0,en,2008-04-03,100076342,Adventure
Rush,38000000,123.0,en,2013-09-02,90247624,Drama
Magnolia,37000000,188.0,en,1999-12-08,48451803,Drama
Cop Out,30000000,107.0,en,2010-02-26,55583804,Action
How to Be Single,38000000,110.0,en,2016-01-21,112343513,Comedy
Dolphin Tale,37000000,113.0,en,2011-09-23,95404397,Drama
Twilight,37000000,122.0,en,2008-11-20,392616625,Adventure
John Q,36000000,116.0,en,2002-02-15,102244770,Drama
Blue Streak,65000000,93.0,en,1999-09-17,117758500,Action
We're the Millers,37000000,110.0,en,2013-08-07,269994119,Comedy
The Inhabited Island,36500000,115.0,ru,2008-12-18,21834845,Action
Breakdown,36000000,95.0,en,1997-05-02,50159144,Drama
Never Say Never Again,36000000,134.0,en,1983-10-07,160000000,Adventure
Hot Tub Time Machine,36000000,101.0,en,2010-03-26,64572262,Science Fiction
Dolphin Tale 2,36000000,107.0,en,2014-09-12,52424533,
Reindeer Games,42000000,124.0,en,2000-02-25,32168970,Thriller
A Man Apart,36000000,109.0,en,2003-04-04,44350926,Action
Aloha,37000000,105.0,en,2015-05-27,26250020,Drama
Ghosts of Mississippi,0,130.0,en,1996-12-20,0,
Snow Falling on Cedars,0,127.0,en,1999-12-22,0,Drama
The Rite,37000000,114.0,en,2011-01-28,96047633,Drama
Gattaca,36000000,106.0,en,1997-09-07,12532777,Thriller
Isn't She Great,36000000,95.0,de,2000-01-28,3003296,Drama
Space Chimps,37000000,81.0,en,2008-07-17,63800345,Animation
Head of State,0,95.0,en,2003-01-01,0,Comedy
The Hangover,35000000,100.0,en,2009-06-05,459270619,Comedy
Ip Man 3,36000000,105.0,cn,2015-12-19,156844753,Action
Austin Powers: The Spy Who Shagged Me,33000000,95.0,en,1999-06-08,310940086,Adventure
Batman,35000000,126.0,en,1989-06-23,411348924,Fantasy
There Be Dragons,0,112.0,en,2011-03-25,0,Drama
Lethal Weapon 3,35000000,118.0,en,1992-05-15,321731527,Adventure
The Blind Side,29000000,129.0,en,2009-11-20,309208309,Drama
Spy Kids,35000000,88.0,en,2001-03-18,147934180,Action
Horrible Bosses,35000000,98.0,en,2011-07-08,117000000,Comedy
True Grit,38000000,110.0,en,2010-12-22,252276927,Drama
The Devil Wears Prada,35000000,109.0,en,2006-06-30,326551094,Comedy
Star Trek: The Motion Picture,35000000,132.0,en,1979-12-06,139000000,Science Fiction
Identity Thief,35000000,111.0,en,2013-02-07,173965010,Comedy
Cape Fear,35000000,128.0,en,1991-11-15,182300000,Crime
21,35000000,123.0,en,2008-03-27,69823199,Drama
Trainwreck,35000000,125.0,en,2015-07-17,140795793,Comedy
Guess Who,35000000,105.0,en,2005-03-25,68915888,Comedy
The English Patient,27000000,162.0,en,1996-11-14,231976425,Drama
L.A. Confidential,35000000,138.0,en,1997-09-19,126216940,Crime
Sky High,35000000,100.0,en,2005-07-29,86369815,Adventure
In & Out,35000000,90.0,en,1997-09-10,0,Comedy
Species,35000000,108.0,en,1995-07-07,113374103,Science Fiction
A Nightmare on Elm Street,1800000,91.0,en,1984-11-14,25504513,Horror
The Cell,33000000,107.0,en,2000-08-17,104155843,Horror
The Man in the Iron Mask,0,132.0,en,1998-03-12,0,Action
Secretariat,35000000,123.0,en,2010-08-20,60251371,Drama
TMNT,34000000,90.0,en,2007-03-23,95608995,Adventure
Radio,32000000,109.0,en,2003-10-24,52277485,Drama
Friends with Benefits,35000000,109.0,en,2011-07-21,150483765,Romance
Neighbors 2: Sorority Rising,35000000,91.0,en,2016-05-04,108758521,Comedy
Saving Mr. Banks,35000000,125.0,en,2013-11-16,112544580,Comedy
Malcolm X,34000000,202.0,en,1992-11-18,48169908,Drama
This Is 40,35000000,134.0,en,2012-12-20,88058786,Comedy
Old Dogs,35000000,88.0,en,2009-11-24,92219310,Comedy
Underworld: Rise of the Lycans,35000000,92.0,en,2009-01-22,91353501,Fantasy
License to Wed,35000000,91.0,en,2007-07-04,69307224,Comedy
The Benchwarmers,0,80.0,en,2006-04-07,0,Comedy
Must Love Dogs,30000000,98.0,en,2005-07-21,58405313,Comedy
Donnie Brasco,35000000,127.0,en,1997-02-27,41954997,Crime
Resident Evil,33000000,100.0,en,2002-03-15,102984862,Horror
Poltergeist,10700000,114.0,en,1982-06-04,122200000,Horror
The Ladykillers,0,104.0,en,2004-03-25,0,Comedy
Max Payne,35000000,100.0,en,2008-10-15,85416905,Action
In Time,40000000,109.0,en,2011-10-27,173930596,Action
The Back-Up Plan,35000000,106.0,en,2010-04-23,77477008,Comedy
Something Borrowed,35000000,112.0,en,2011-05-05,59901913,Comedy
Black Knight,0,95.0,en,2001-11-21,0,Adventure
The Bad News Bears,35000000,102.0,en,1976-04-07,35323292,Comedy
Street Fighter,35000000,102.0,en,1994-12-22,99423521,Action
The Pianist,35000000,150.0,en,2002-09-24,120072577,Drama
The Nativity Story,35000000,101.0,en,2006-12-01,0,Drama
House of Wax,40000000,113.0,en,2005-04-30,68766121,Horror
Closer,27000000,104.0,en,2004-12-01,115505027,Drama
J. Edgar,35000000,137.0,en,2011-11-09,84606030,Drama
Mirrors,35000000,110.0,en,2008-08-15,72436439,Horror
Queen of the Damned,35000000,101.0,en,2002-02-10,45479110,Drama
Predator 2,35000000,108.0,en,1990-11-20,57120318,Science Fiction
Untraceable,35000000,101.0,en,2008-01-22,32483410,Drama
Blast from the Past,35000000,112.0,en,1999-02-12,40263020,Comedy
Flash Gordon,35000000,111.0,en,1980-09-01,27107960,Science Fiction
Jersey Girl,35000000,102.0,en,2004-03-25,36098382,Comedy
Alex Cross,45000000,101.0,en,2012-10-18,30353232,Action
Midnight in the Garden of Good and Evil,35000000,155.0,en,1997-11-21,25105255,Crime
Heist,8900000,93.0,en,2015-11-13,4100000,Crime
Nanny McPhee and the Big Bang,35000000,109.0,en,2010-03-26,93246388,Comedy
Hoffa,35000000,140.0,en,1992-12-25,0,Crime
The X Files: I Want to Believe,30000000,104.0,en,2008-07-24,68369434,Drama
Ella Enchanted,31000000,96.0,en,2004-04-09,27388767,
Concussion,35000000,123.0,en,2015-11-12,50363790,Drama
Abduction,35000000,106.0,en,2011-09-22,82087155,Thriller
Valiant,35000000,76.0,en,2005-03-25,19478106,Animation
Wonder Boys,35000000,111.0,en,2000-02-22,0,Comedy
Superhero Movie,35000000,85.0,en,2008-03-27,25871834,Action
Broken City,56000000,109.0,en,2013-01-18,19701164,Thriller
Cursed,35000000,97.0,en,2005-02-25,19294901,Horror
Premium Rush,35000000,91.0,en,2012-08-24,31083599,Crime
Hot Pursuit,35000000,87.0,en,2015-05-08,51680201,Action
The Four Feathers,35000000,132.0,en,2002-09-08,29882645,
Parker,35000000,118.0,en,2013-01-23,46216641,Action
Wimbledon,31000000,98.0,en,2004-09-13,41512007,Comedy
Furry Vengeance,35000000,92.0,en,2010-04-02,39340177,Comedy
Bait,30000000,93.0,en,2012-09-05,0,Action
Krull,27000000,117.0,en,1983-07-29,16519460,Fantasy
Lions for Lambs,35000000,92.0,en,2007-10-22,63215872,Action
Flight of the Intruder,35000000,115.0,en,1991-01-18,0,Action
Walk Hard: The Dewey Cox Story,35000000,96.0,en,2007-12-21,18317151,Comedy
The Shipping News,0,111.0,en,2001-12-18,0,Drama
American Outlaws,35000000,94.0,en,2001-08-17,13678913,Action
The Young Victoria,35000000,105.0,en,2009-03-04,27409889,Drama
Whiteout,40000000,101.0,en,2009-09-09,12206028,Action
The Tree of Life,32000000,139.0,en,2011-05-18,54674226,Drama
Knock Off,33000000,91.0,en,1998-09-04,0,Action
Sabotage,35000000,110.0,en,2014-03-28,17508518,Action
The Order,35000000,102.0,en,2003-09-05,11560806,Drama
Punisher: War Zone,20500000,102.0,en,2008-12-05,10089373,Action
Zoom,35000000,83.0,en,2006-08-11,12506188,
The Walk,35000000,123.0,en,2015-09-30,61181942,Adventure
Warriors of Virtue,0,103.0,en,1997-05-02,0,Fantasy
A Good Year,35000000,118.0,en,2006-09-09,42064105,Comedy
Radio Flyer,35000000,114.0,en,1992-02-21,4651977,Drama
Bound by Honor,35000000,180.0,en,1993-02-05,0,Action
Smilla's Sense of Snow,35000000,121.0,en,1997-02-13,0,Action
Femme Fatale,35000000,114.0,en,2002-11-06,16838910,Thriller
Lion of the Desert,35000000,173.0,en,1981-04-17,0,Action
The Horseman on the Roof,35000000,135.0,en,1995-09-20,15000000,
Ride with the Devil,38000000,138.0,en,1999-11-24,635096,Drama
Biutiful,0,148.0,es,2010-10-20,25147786,Drama
Bandidas,35000000,93.0,es,2006-01-18,10496317,Action
Black Water Transit,0,100.0,en,2009-05-13,0,Drama
The Maze Runner,34000000,113.0,en,2014-09-10,348319861,Action
Unfinished Business,35000000,91.0,en,2015-03-05,14431253,Comedy
The Age of Innocence,34000000,139.0,en,1993-09-17,32255440,Drama
The Fountain,35000000,96.0,en,2006-09-06,15304890,Drama
Chill Factor,70000000,101.0,en,1999-09-01,11263966,Action
Stolen,35000000,96.0,en,2012-05-17,2106557,Action
Ponyo,41677699,100.0,ja,2008-07-19,187479518,Animation
The Longest Ride,34000000,128.0,en,2015-04-09,63013281,Drama
The Astronaut's Wife,75000000,109.0,en,1999-08-26,19598588,Drama
I Dreamed of Africa,34000000,114.0,en,2000-05-05,0,Romance
Playing for Keeps,35000000,106.0,en,2012-11-29,0,Comedy
Mandela: Long Walk to Freedom,35000000,141.0,en,2013-12-06,27330000,Drama
Reds,32000000,195.0,en,1981-12-25,40382659,Drama
A Few Good Men,40000000,138.0,en,1992-12-11,243240178,Drama
Exit Wounds,50000000,101.0,en,2001-03-13,79958599,Action
Big Momma's House,30000000,98.0,en,2000-05-31,173959438,Crime
Thunder and the House of Magic,34000000,85.0,en,2013-12-24,0,
The Darkest Hour,30000000,89.0,en,2011-12-22,64626786,Horror
Step Up Revolution,33000000,99.0,en,2012-07-26,140470746,
Snakes on a Plane,33000000,105.0,en,2006-08-06,62022014,Action
The Watcher,33000000,96.0,en,2000-09-08,0,
The Punisher,33000000,124.0,en,2004-04-15,54700105,Action
Goal!: The Dream Begins,30000000,118.0,en,2005-06-06,27610873,Drama
Safe,30000000,94.0,en,2012-04-16,40346186,Action
Pushing Tin,33000000,124.0,en,1999-04-23,0,Comedy
Return of the Jedi,32350000,135.0,en,1983-05-23,572700000,Adventure
Doomsday,30000000,108.0,en,2008-03-14,22211426,Action
The Reader,32000000,124.0,en,2008-12-10,113019290,Drama
Wanderlust,35000000,98.0,en,2012-02-23,24159934,Comedy
Elf,32000000,97.0,en,2003-10-09,173398518,Comedy
Phenomenon,32000000,123.0,en,1996-07-05,152036382,Drama
Snow Dogs,33000000,99.0,en,2002-01-18,0,Adventure
Scrooged,0,101.0,en,1988-11-22,60328000,Fantasy
Nacho Libre,32000000,92.0,en,2006-06-16,80197993,Comedy
Bridesmaids,32500000,125.0,en,2011-04-28,288383523,Comedy
This Is the End,32000000,107.0,en,2013-06-12,126041322,Action
Stigmata,29000000,103.0,en,1999-09-10,50041732,Horror
Men of Honor,32000000,129.0,en,2000-09-13,48814909,Drama
Takers,32000000,107.0,en,2010-08-26,69055695,Action
The Big Wedding,35000000,90.0,en,2013-04-25,21819348,Comedy
"Big Mommas: Like Father, Like Son",32000000,107.0,en,2011-02-16,83615414,Crime
Source Code,32000000,93.0,en,2011-03-30,147332697,Thriller
Alive,32000000,120.0,en,1993-01-15,36733909,Action
The Number 23,30000000,101.0,en,2007-02-23,77566815,Thriller
The Young and Prodigious T.S. Spivet,33000000,105.0,en,2013-10-16,9494789,Adventure
1941,35000000,113.0,en,1979-12-13,31755742,Action
Dreamer: Inspired By a True Story,0,106.0,en,2005-09-10,0,Drama
A History of Violence,32000000,96.0,en,2005-09-23,60740827,Drama
Transporter 2,32000000,87.0,en,2005-08-02,85167639,Action
The Quick and the Dead,32000000,107.0,en,1995-02-09,18552460,Action
Laws of Attraction,28000000,90.0,en,2004-04-04,30016165,Action
Bringing Out the Dead,32000000,121.0,en,1999-10-22,0,Drama
Repo Men,32000000,111.0,en,2010-03-18,18409891,Action
Dragon Wars: D-War,70000000,90.0,ko,2007-02-08,53587404,Fantasy
Bogus,32000000,110.0,en,1996-09-06,0,Fantasy
The Incredible Burt Wonderstone,30000000,100.0,en,2013-03-14,27437881,Comedy
Cats Don't Dance,32000000,75.0,en,1997-03-26,3566637,Animation
Cradle Will Rock,0,132.0,en,1999-12-10,0,Drama
The Good German,32000000,108.0,en,2006-12-08,5914908,
George and the Dragon,32000000,93.0,en,2004-03-28,0,Adventure
Apocalypse Now,31500000,153.0,en,1979-08-15,89460381,Drama
Going the Distance,32000000,102.0,en,2010-09-01,42045846,Comedy
Mr. Holland's Opus,0,137.0,en,1995-12-29,106269971,
Criminal,31500000,113.0,en,2016-04-14,14708696,Action
Out of Africa,31000000,161.0,en,1985-12-20,128499205,Drama
Flight,31000000,138.0,en,2012-11-02,161772375,Drama
Moonraker,34000000,126.0,en,1979-06-26,210308099,Action
The Grand Budapest Hotel,30000000,99.0,en,2014-02-26,174600318,Comedy
Hearts in Atlantis,31000000,101.0,en,2001-09-07,24185781,Drama
Arachnophobia,31000000,103.0,en,1990-08-09,53208180,Comedy
Frequency,31000000,118.0,en,2000-04-28,68106245,Crime
Vacation,31000000,99.0,en,2015-07-28,104384188,Comedy
Get Shorty,30250000,105.0,en,1995-10-20,115101622,Comedy
Chicago,45000000,113.0,en,2002-12-26,306776732,Action
Big Daddy,34200000,93.0,en,1999-06-25,234801895,Comedy
American Pie 2,30000000,108.0,en,2001-08-10,287553595,Comedy
Toy Story,30000000,81.0,en,1995-10-30,373554033,Animation
Speed,30000000,116.0,en,1994-06-09,350448145,Action
The Vow,30000000,104.0,en,2012-02-05,196114570,Drama
Extraordinary Measures,31000000,105.0,en,2010-01-21,15134293,Drama
Remember the Titans,30000000,113.0,en,2000-09-29,136706683,Drama
The Hunt for Red October,30000000,134.0,en,1990-03-02,199200000,Action
The Butler,25000000,132.0,en,2013-08-16,115922175,Drama
DodgeBall: A True Underdog Story,20000000,92.0,en,2004-06-18,167722310,Comedy
The Addams Family,30000000,99.0,en,1991-11-22,191502426,Horror
Ace Ventura: When Nature Calls,30000000,90.0,en,1995-11-10,212385533,Crime
The Princess Diaries,37000000,115.0,en,2001-08-03,165335153,Comedy
The First Wives Club,26000000,102.0,en,1996-09-20,116400000,Comedy
Se7en,33000000,127.0,en,1995-09-22,327311859,Crime
District 9,30000000,112.0,en,2009-08-05,210819611,Science Fiction
The SpongeBob SquarePants Movie,30000000,87.0,en,2004-11-14,140161792,Animation
Mystic River,25000000,138.0,en,2003-10-07,156822020,Thriller
Million Dollar Baby,30000000,132.0,en,2004-12-15,216763646,Drama
Analyze This,80000000,103.0,en,1999-03-05,176885658,Comedy
The Notebook,29000000,123.0,en,2004-06-25,115603229,Romance
27 Dresses,30000000,111.0,en,2008-01-10,160259319,Comedy
Hannah Montana: The Movie,35000000,102.0,en,2009-04-10,155545279,Comedy
Rugrats in Paris: The Movie,30,78.0,it,2000-09-14,103,Adventure
The Prince of Tides,30000000,132.0,en,1991-12-25,74787599,Drama
Legends of the Fall,30000000,133.0,en,1994-12-16,160638883,Adventure
Up in the Air,25000000,109.0,en,2009-09-05,163670000,Drama
About Schmidt,30000000,125.0,en,2002-12-13,105834556,Drama
Warm Bodies,35000000,97.0,en,2013-01-31,116980662,Horror
Looper,30000000,118.0,en,2012-09-26,47042000,Action
Down to Earth,0,87.0,en,2001-02-16,0,Fantasy
Babe,30000000,89.0,en,1995-07-18,254134910,Fantasy
Hope Springs,30000000,100.0,en,2012-08-07,114281051,Drama
Forgetting Sarah Marshall,30000000,111.0,en,2008-04-17,105173115,Comedy
Four Brothers,45000000,109.0,en,2005-08-11,92374674,Action
Baby Mama,30000000,99.0,en,2008-04-23,63833449,Comedy
Hope Floats,0,114.0,en,1998-05-29,0,Drama
Bride Wars,30000000,89.0,en,2009-01-09,114663461,Comedy
Without a Paddle,19000000,95.0,en,2004-08-20,69631118,Action
13 Going on 30,37000000,98.0,en,2004-04-13,96455697,Comedy
Midnight in Paris,30000000,94.0,en,2011-05-11,151119219,Fantasy
The Nut Job,0,85.0,en,2014-01-17,0,Animation
Blow,53000000,124.0,en,2001-04-04,83282296,Crime
Message in a Bottle,80000000,131.0,en,1999-02-22,118880016,Romance
Star Trek V: The Final Frontier,30000000,107.0,en,1989-06-09,70200000,Science Fiction
Like Mike,30000000,99.0,en,2002-07-03,0,Comedy
The Naked Gun 33⅓: The Final Insult,30000000,83.0,en,1994-03-18,51132598,Comedy
A View to a Kill,30000000,131.0,en,1985-05-24,152427960,Adventure
The Curse of the Were-Rabbit,30000000,85.0,en,2005-09-04,192452832,Adventure
P.S. I Love You,30000000,126.0,en,2007-11-15,156835339,Drama
Racing Stripes,30000000,102.0,en,2005-01-06,93772522,Comedy
Atonement,30000000,123.0,en,2007-08-29,129266061,Drama
Letters to Juliet,30000000,105.0,en,2010-05-14,0,Comedy
Black Rain,30000000,125.0,en,1989-09-22,45892212,Action
The Three Stooges,30000000,92.0,en,2012-04-13,54819301,Comedy
Corpse Bride,40000000,77.0,en,2005-09-09,117195061,Romance
Glory Road,0,118.0,en,2006-01-13,42647449,Drama
Sicario,30000000,121.0,en,2015-09-17,84025816,Action
Southpaw,30000000,123.0,en,2015-06-15,91709827,Action
Drag Me to Hell,30000000,99.0,en,2009-03-15,90810892,Horror
The Age of Adaline,25000000,112.0,en,2015-04-16,65663276,Fantasy
Secondhand Lions,0,111.0,en,2003-09-19,0,Comedy
Step Up 3D,30000000,107.0,en,2010-08-04,159291809,Drama
Blue Crush,25000000,104.0,en,2002-08-08,51842679,Adventure
Stranger Than Fiction,30000000,113.0,en,2006-09-09,53653224,Comedy
30 Days of Night,30000000,113.0,en,2007-10-17,75505973,Horror
The Cabin in the Woods,30000000,95.0,en,2012-04-12,66486080,Horror
Meet the Spartans,30000000,84.0,en,2008-01-24,84646831,Comedy
Midnight Run,30000000,126.0,en,1988-07-20,38413606,Adventure
The Running Man,27000000,101.0,en,1987-11-13,38122105,Action
Little Shop of Horrors,25000000,94.0,en,1986-12-19,38748395,Horror
Hanna,30000000,111.0,en,2011-04-07,63782078,Action
Mortal Kombat: Annihilation,30000000,95.0,en,1997-11-21,51376861,Action
Larry Crowne,30000000,98.0,en,2011-06-30,36160375,Comedy
Carrie,30000000,100.0,en,2013-10-16,82394288,Drama
Take the Lead,30000000,108.0,en,2006-03-17,34742066,
Gridiron Gang,30000000,125.0,en,2006-09-15,41480851,Action
What's the Worst That Could Happen?,45000000,94.0,en,2001-05-31,0,Action
9,30000000,79.0,en,2009-08-19,48428063,Action
Side Effects,30000000,106.0,en,2013-02-07,63372757,Thriller
The Prince & Me,0,111.0,en,2004-03-28,0,Comedy
Winnie the Pooh,30000000,63.0,en,2011-04-13,14460000,Animation
Dumb and Dumberer: When Harry Met Lloyd,19000000,85.0,en,2003-06-13,39267515,Comedy
Bulworth,30000000,108.0,en,1998-05-15,29202884,Comedy
Get on Up,0,139.0,en,2014-08-01,31911598,Drama
One True Thing,0,127.0,en,1998-09-18,0,Drama
Virtuosity,30000000,106.0,en,1995-08-04,24048000,Action
My Super Ex-Girlfriend,0,95.0,en,2006-06-20,60896147,Fantasy
Deliver Us from Evil,30000000,118.0,en,2014-07-01,0,Thriller
Sanctum,30000000,108.0,en,2011-02-03,108609310,Action
Little Black Book,35000000,111.0,en,2004-08-06,22034832,Comedy
The Five-Year Engagement,30000000,124.0,en,2012-04-27,53909751,Comedy
Mr. 3000,30000000,104.0,en,2004-06-15,21800302,Comedy
The Next Three Days,30000000,133.0,en,2010-11-18,51148651,Romance
Ultraviolet,30000000,87.0,en,2006-03-03,31070211,Science Fiction
Assault on Precinct 13,30000000,109.0,en,2005-01-19,35294470,Thriller
The Replacement Killers,30000000,87.0,en,1998-02-06,19204929,Action
Fled,25000000,98.0,en,1996-07-19,17193231,Action
Eight Legged Freaks,0,99.0,en,2002-07-17,0,Action
Love & Other Drugs,30000000,112.0,en,2010-11-22,102820008,Drama
88 Minutes,30000000,108.0,en,2007-02-14,16930884,Crime
North Country,35000000,126.0,en,2005-02-12,25224242,Drama
The Whole Ten Yards,40000000,98.0,en,2004-04-07,26155781,Comedy
Splice,26000000,104.0,en,2009-10-06,0,Horror
Howard the Duck,37000000,110.0,en,1986-08-01,37962774,Comedy
Pride and Glory,30000000,130.0,en,2008-09-09,31148328,Thriller
The Cave,30000000,97.0,en,2005-08-25,15007991,Action
Alex & Emma,30000000,96.0,en,2003-06-16,15368897,Comedy
Wicker Park,30000000,114.0,en,2004-09-03,13001257,Drama
Fright Night,17000000,106.0,en,2011-08-18,24922237,Horror
The New World,30000000,135.0,en,2005-12-25,30536013,Drama
Wing Commander,30000000,100.0,en,1999-03-11,0,Action
In Dreams,0,100.0,en,1999-01-15,0,Drama
Dragonball Evolution,100000000,85.0,en,2009-04-01,0,Action
The Last Stand,30000000,107.0,en,2013-01-12,0,Action
Godsend,25000000,102.0,en,2004-04-30,30114487,Drama
Chasing Liberty,23000000,111.0,en,2004-01-09,12,Comedy
Hoodwinked Too! Hood VS. Evil,30000000,86.0,en,2011-04-29,13521829,Comedy
An Unfinished Life,30000000,108.0,en,2005-09-09,18618284,Drama
The Imaginarium of Doctor Parnassus,30000000,123.0,en,2009-10-01,64352607,Adventure
Barney's Version,30000000,134.0,en,2010-10-26,8454301,Comedy
Runner Runner,30000000,91.0,en,2013-09-24,62616646,Crime
Antitrust,30000000,108.0,en,2001-01-12,18195610,Action
Glory,18000000,122.0,en,1989-12-15,26828365,
Once Upon a Time in America,30000000,229.0,en,1984-02-16,0,Drama
Dead Man Down,0,118.0,en,2013-03-08,18074539,Thriller
The Merchant of Venice,0,138.0,en,2004-09-03,0,Drama
The Good Thief,0,108.0,en,2003-04-03,0,Crime
Supercross,0,80.0,en,2005-08-16,3102550,Action
Miss Potter,30000000,92.0,en,2006-12-03,35078241,Drama
The Promise,0,98.0,zh,2005-12-15,0,Fantasy
DOA: Dead or Alive,21000000,87.0,en,2006-09-07,480314,Adventure
