,title,genre,budget,runtime,year,month,revenue
1315,Rock Star,,57000000,105.0,2001,9,16991902
1316,Precious,Drama,10000000,110.0,2009,11,47536959
1317,White Squall,Action,38000000,129.0,1996,2,10300000
1318,The Thing,Horror,15000000,109.0,1982,6,19629760
1319,Riddick,Science Fiction,38000000,119.0,2013,9,98337295
1320,Switchback,Action,37000000,118.0,1997,10,6482195
1321,Texas Rangers,Action,0,110.0,2001,11,0
1322,City of Ember,Adventure,55000000,90.0,2008,10,17869048
1323,The Master,Drama,32000000,137.0,2012,9,28258060
1324,Virgin Territory,Adventure,38000000,93.0,2007,12,5410749
1325,The Express,Drama,40000000,130.0,2008,10,9793496
1326,The 5th Wave,Adventure,38000000,112.0,2016,1,109906372
1327,Creed,Drama,37000000,133.0,2015,11,173567581
1328,The Town,Crime,37000000,125.0,2010,9,154026136
1329,What to Expect When You're Expecting,Romance,40000000,110.0,2012,5,79700000
1330,Burn After Reading,Comedy,37000000,96.0,2008,9,163720069
1331,Nim's Island,Adventure,37000000,96.0,2008,4,100076342
1332,Rush,Drama,38000000,123.0,2013,9,90247624
1333,Magnolia,Drama,37000000,188.0,1999,12,48451803
1334,Cop Out,Action,30000000,107.0,2010,2,55583804
1335,How to Be Single,Comedy,38000000,110.0,2016,1,112343513
1336,Dolphin Tale,Drama,37000000,113.0,2011,9,95404397
1337,Twilight,Adventure,37000000,122.0,2008,11,392616625
1338,John Q,Drama,36000000,116.0,2002,2,102244770
1339,Blue Streak,Action,65000000,93.0,1999,9,117758500
1340,We're the Millers,Comedy,37000000,110.0,2013,8,269994119
1341,The Inhabited Island,Action,36500000,115.0,2008,12,21834845
1342,Breakdown,Drama,36000000,95.0,1997,5,50159144
1343,Never Say Never Again,Adventure,36000000,134.0,1983,10,160000000
1344,Hot Tub Time Machine,Science Fiction,36000000,101.0,2010,3,64572262
1345,Dolphin Tale 2,,36000000,107.0,2014,9,52424533
1346,Reindeer Games,Thriller,42000000,124.0,2000,2,32168970
1347,A Man Apart,Action,36000000,109.0,2003,4,44350926
1348,Aloha,Drama,37000000,105.0,2015,5,26250020
1349,Ghosts of Mississippi,,0,130.0,1996,12,0
1350,Snow Falling on Cedars,Drama,0,127.0,1999,12,0
1351,The Rite,Drama,37000000,114.0,2011,1,96047633
1352,Gattaca,Thriller,36000000,106.0,1997,9,12532777
1353,Isn't She Great,Drama,36000000,95.0,2000,1,3003296
1354,Space Chimps,Animation,37000000,81.0,2008,7,63800345
1355,Head of State,Comedy,0,95.0,2003,1,0
1356,The Hangover,Comedy,35000000,100.0,2009,6,459270619
1357,Ip Man 3,Action,36000000,105.0,2015,12,156844753
1358,Austin Powers: The Spy Who Shagged Me,Adventure,33000000,95.0,1999,6,310940086
1359,Batman,Fantasy,35000000,126.0,1989,6,411348924
1360,There Be Dragons,Drama,0,112.0,2011,3,0
1361,Lethal Weapon 3,Adventure,35000000,118.0,1992,5,321731527
1362,The Blind Side,Drama,29000000,129.0,2009,11,309208309
1363,Spy Kids,Action,35000000,88.0,2001,3,147934180
1364,Horrible Bosses,Comedy,35000000,98.0,2011,7,117000000
1365,True Grit,Drama,38000000,110.0,2010,12,252276927
1366,The Devil Wears Prada,Comedy,35000000,109.0,2006,6,326551094
1367,Star Trek: The Motion Picture,Science Fiction,35000000,132.0,1979,12,139000000
1368,Identity Thief,Comedy,35000000,111.0,2013,2,173965010
1369,Cape Fear,Crime,35000000,128.0,1991,11,182300000
1370,21,Drama,35000000,123.0,2008,3,69823199
1371,Trainwreck,Comedy,35000000,125.0,2015,7,140795793
1372,Guess Who,Comedy,35000000,105.0,2005,3,68915888
1373,The English Patient,Drama,27000000,162.0,1996,11,231976425
1374,L.A. Confidential,Crime,35000000,138.0,1997,9,126216940
1375,Sky High,Adventure,35000000,100.0,2005,7,86369815
1376,In & Out,Comedy,35000000,90.0,1997,9,0
1377,Species,Science Fiction,35000000,108.0,1995,7,113374103
1378,A Nightmare on Elm Street,Horror,1800000,91.0,1984,11,25504513
1379,The Cell,Horror,33000000,107.0,2000,8,104155843
1380,The Man in the Iron Mask,Action,0,132.0,1998,3,0
1381,Secretariat,Drama,35000000,123.0,2010,8,60251371
1382,TMNT,Adventure,34000000,90.0,2007,3,95608995
1383,Radio,Drama,32000000,109.0,2003,10,52277485
1384,Friends with Benefits,Romance,35000000,109.0,2011,7,150483765
1385,Neighbors 2: Sorority Rising,Comedy,35000000,91.0,2016,5,108758521
1386,Saving Mr. Banks,Comedy,35000000,125.0,2013,11,112544580
1387,Malcolm X,Drama,34000000,202.0,1992,11,48169908
1388,This Is 40,Comedy,35000000,134.0,2012,12,88058786
1389,Old Dogs,Comedy,35000000,88.0,2009,11,92219310
1390,Underworld: Rise of the Lycans,Fantasy,35000000,92.0,2009,1,91353501
1391,License to Wed,Comedy,35000000,91.0,2007,7,69307224
1392,The Benchwarmers,Comedy,0,80.0,2006,4,0
1393,Must Love Dogs,Comedy,30000000,98.0,2005,7,58405313
1394,Donnie Brasco,Crime,35000000,127.0,1997,2,41954997
1395,Resident Evil,Horror,33000000,100.0,2002,3,102984862
1396,Poltergeist,Horror,10700000,114.0,1982,6,122200000
1397,The Ladykillers,Comedy,0,104.0,2004,3,0
1398,Max Payne,Action,35000000,100.0,2008,10,85416905
1399,In Time,Action,40000000,109.0,2011,10,173930596
1400,The Back-Up Plan,Comedy,35000000,106.0,2010,4,77477008
1401,Something Borrowed,Comedy,35000000,112.0,2011,5,59901913
1402,Black Knight,Adventure,0,95.0,2001,11,0
1403,The Bad News Bears,Comedy,35000000,102.0,1976,4,35323292
1404,Street Fighter,Action,35000000,102.0,1994,12,99423521
1405,The Pianist,Drama,35000000,150.0,2002,9,120072577
1406,The Nativity Story,Drama,35000000,101.0,2006,12,0
1407,House of Wax,Horror,40000000,113.0,2005,4,68766121
1408,Closer,Drama,27000000,104.0,2004,12,115505027
1409,J. Edgar,Drama,35000000,137.0,2011,11,84606030
1410,Mirrors,Horror,35000000,110.0,2008,8,72436439
1411,Queen of the Damned,Drama,35000000,101.0,2002,2,45479110
1412,Predator 2,Science Fiction,35000000,108.0,1990,11,57120318
1413,Untraceable,Drama,35000000,101.0,2008,1,32483410
1414,Blast from the Past,Comedy,35000000,112.0,1999,2,40263020
1415,Flash Gordon,Science Fiction,35000000,111.0,1980,9,27107960
1416,Jersey Girl,Comedy,35000000,102.0,2004,3,36098382
1417,Alex Cross,Action,45000000,101.0,2012,10,30353232
1418,Midnight in the Garden of Good and Evil,Crime,35000000,155.0,1997,11,25105255
1419,Heist,Crime,8900000,93.0,2015,11,4100000
1420,Nanny McPhee and the Big Bang,Comedy,35000000,109.0,2010,3,93246388
1421,Hoffa,Crime,35000000,140.0,1992,12,0
1422,The X Files: I Want to Believe,Drama,30000000,104.0,2008,7,68369434
1423,Ella Enchanted,,31000000,96.0,2004,4,27388767
1424,Concussion,Drama,35000000,123.0,2015,11,50363790
1425,Abduction,Thriller,35000000,106.0,2011,9,82087155
1426,Valiant,Animation,35000000,76.0,2005,3,19478106
1427,Wonder Boys,Comedy,35000000,111.0,2000,2,0
1428,Superhero Movie,Action,35000000,85.0,2008,3,25871834
1429,Broken City,Thriller,56000000,109.0,2013,1,19701164
1430,Cursed,Horror,35000000,97.0,2005,2,19294901
1431,Premium Rush,Crime,35000000,91.0,2012,8,31083599
1432,Hot Pursuit,Action,35000000,87.0,2015,5,51680201
1433,The Four Feathers,,35000000,132.0,2002,9,29882645
1434,Parker,Action,35000000,118.0,2013,1,46216641
1435,Wimbledon,Comedy,31000000,98.0,2004,9,41512007
1436,Furry Vengeance,Comedy,35000000,92.0,2010,4,39340177
1437,Bait,Action,30000000,93.0,2012,9,0
1438,Krull,Fantasy,27000000,117.0,1983,7,16519460
1439,Lions for Lambs,Action,35000000,92.0,2007,10,63215872
1440,Flight of the Intruder,Action,35000000,115.0,1991,1,0
1441,Walk Hard: The Dewey Cox Story,Comedy,35000000,96.0,2007,12,18317151
1442,The Shipping News,Drama,0,111.0,2001,12,0
1443,American Outlaws,Action,35000000,94.0,2001,8,13678913
1444,The Young Victoria,Drama,35000000,105.0,2009,3,27409889
1445,Whiteout,Action,40000000,101.0,2009,9,12206028
1446,The Tree of Life,Drama,32000000,139.0,2011,5,54674226
1447,Knock Off,Action,33000000,91.0,1998,9,0
1448,Sabotage,Action,35000000,110.0,2014,3,17508518
1449,The Order,Drama,35000000,102.0,2003,9,11560806
1450,Punisher: War Zone,Action,20500000,102.0,2008,12,10089373
1451,Zoom,,35000000,83.0,2006,8,12506188
1452,The Walk,Adventure,35000000,123.0,2015,9,61181942
1453,Warriors of Virtue,Fantasy,0,103.0,1997,5,0
1454,A Good Year,Comedy,35000000,118.0,2006,9,42064105
1455,Radio Flyer,Drama,35000000,114.0,1992,2,4651977
1456,Bound by Honor,Action,35000000,180.0,1993,2,0
1457,Smilla's Sense of Snow,Action,35000000,121.0,1997,2,0
1458,Femme Fatale,Thriller,35000000,114.0,2002,11,16838910
1459,Lion of the Desert,Action,35000000,173.0,1981,4,0
1460,The Horseman on the Roof,,35000000,135.0,1995,9,15000000
1461,Ride with the Devil,Drama,38000000,138.0,1999,11,635096
1462,Biutiful,Drama,0,148.0,2010,10,25147786
1463,Bandidas,Action,35000000,93.0,2006,1,10496317
1464,Black Water Transit,Drama,0,100.0,2009,5,0
1465,The Maze Runner,Action,34000000,113.0,2014,9,348319861
1466,Unfinished Business,Comedy,35000000,91.0,2015,3,14431253
1467,The Age of Innocence,Drama,34000000,139.0,1993,9,32255440
1468,The Fountain,Drama,35000000,96.0,2006,9,15304890
1469,Chill Factor,Action,70000000,101.0,1999,9,11263966
1470,Stolen,Action,35000000,96.0,2012,5,2106557
1471,Ponyo,Animation,41677699,100.0,2008,7,187479518
1472,The Longest Ride,Drama,34000000,128.0,2015,4,63013281
1473,The Astronaut's Wife,Drama,75000000,109.0,1999,8,19598588
1474,I Dreamed of Africa,Romance,34000000,114.0,2000,5,0
1475,Playing for Keeps,Comedy,35000000,106.0,2012,11,0
1476,Mandela: Long Walk to Freedom,Drama,35000000,141.0,2013,12,27330000
1477,Reds,Drama,32000000,195.0,1981,12,40382659
1478,A Few Good Men,Drama,40000000,138.0,1992,12,243240178
1479,Exit Wounds,Action,50000000,101.0,2001,3,79958599
1480,Big Momma's House,Crime,30000000,98.0,2000,5,173959438
1481,Thunder and the House of Magic,,34000000,85.0,2013,12,0
1482,The Darkest Hour,Horror,30000000,89.0,2011,12,64626786
1483,Step Up Revolution,,33000000,99.0,2012,7,140470746
1484,Snakes on a Plane,Action,33000000,105.0,2006,8,62022014
1485,The Watcher,,33000000,96.0,2000,9,0
1486,The Punisher,Action,33000000,124.0,2004,4,54700105
1487,Goal!: The Dream Begins,Drama,30000000,118.0,2005,6,27610873
1488,Safe,Action,30000000,94.0,2012,4,40346186
1489,Pushing Tin,Comedy,33000000,124.0,1999,4,0
1490,Return of the Jedi,Adventure,32350000,135.0,1983,5,572700000
1491,Doomsday,Action,30000000,108.0,2008,3,22211426
1492,The Reader,Drama,32000000,124.0,2008,12,113019290
1493,Wanderlust,Comedy,35000000,98.0,2012,2,24159934
1494,Elf,Comedy,32000000,97.0,2003,10,173398518
1495,Phenomenon,Drama,32000000,123.0,1996,7,152036382
1496,Snow Dogs,Adventure,33000000,99.0,2002,1,0
1497,Scrooged,Fantasy,0,101.0,1988,11,60328000
1498,Nacho Libre,Comedy,32000000,92.0,2006,6,80197993
1499,Bridesmaids,Comedy,32500000,125.0,2011,4,288383523
1500,This Is the End,Action,32000000,107.0,2013,6,126041322
1501,Stigmata,Horror,29000000,103.0,1999,9,50041732
1502,Men of Honor,Drama,32000000,129.0,2000,9,48814909
1503,Takers,Action,32000000,107.0,2010,8,69055695
1504,The Big Wedding,Comedy,35000000,90.0,2013,4,21819348
1505,"Big Mommas: Like Father, Like Son",Crime,32000000,107.0,2011,2,83615414
1506,Source Code,Thriller,32000000,93.0,2011,3,147332697
1507,Alive,Action,32000000,120.0,1993,1,36733909
1508,The Number 23,Thriller,30000000,101.0,2007,2,77566815
1509,The Young and Prodigious T.S. Spivet,Adventure,33000000,105.0,2013,10,9494789
1510,1941,Action,35000000,113.0,1979,12,31755742
1511,Dreamer: Inspired By a True Story,Drama,0,106.0,2005,9,0
1512,A History of Violence,Drama,32000000,96.0,2005,9,60740827
1513,Transporter 2,Action,32000000,87.0,2005,8,85167639
1514,The Quick and the Dead,Action,32000000,107.0,1995,2,18552460
1515,Laws of Attraction,Action,28000000,90.0,2004,4,30016165
1516,Bringing Out the Dead,Drama,32000000,121.0,1999,10,0
1517,Repo Men,Action,32000000,111.0,2010,3,18409891
1518,Dragon Wars: D-War,Fantasy,70000000,90.0,2007,2,53587404
1519,Bogus,Fantasy,32000000,110.0,1996,9,0
1520,The Incredible Burt Wonderstone,Comedy,30000000,100.0,2013,3,27437881
1521,Cats Don't Dance,Animation,32000000,75.0,1997,3,3566637
1522,Cradle Will Rock,Drama,0,132.0,1999,12,0
1523,The Good German,,32000000,108.0,2006,12,5914908
1524,George and the Dragon,Adventure,32000000,93.0,2004,3,0
1525,Apocalypse Now,Drama,31500000,153.0,1979,8,89460381
1526,Going the Distance,Comedy,32000000,102.0,2010,9,42045846
1527,Mr. Holland's Opus,,0,137.0,1995,12,106269971
1528,Criminal,Action,31500000,113.0,2016,4,14708696
1529,Out of Africa,Drama,31000000,161.0,1985,12,128499205
1530,Flight,Drama,31000000,138.0,2012,11,161772375
1531,Moonraker,Action,34000000,126.0,1979,6,210308099
1532,The Grand Budapest Hotel,Comedy,30000000,99.0,2014,2,174600318
1533,Hearts in Atlantis,Drama,31000000,101.0,2001,9,24185781
1534,Arachnophobia,Comedy,31000000,103.0,1990,8,53208180
1535,Frequency,Crime,31000000,118.0,2000,4,68106245
1536,Vacation,Comedy,31000000,99.0,2015,7,104384188
1537,Get Shorty,Comedy,30250000,105.0,1995,10,115101622
1538,Chicago,Action,45000000,113.0,2002,12,306776732
1539,Big Daddy,Comedy,34200000,93.0,1999,6,234801895
1540,American Pie 2,Comedy,30000000,108.0,2001,8,287553595
1541,Toy Story,Animation,30000000,81.0,1995,10,373554033
1542,Speed,Action,30000000,116.0,1994,6,350448145
1543,The Vow,Drama,30000000,104.0,2012,2,196114570
1544,Extraordinary Measures,Drama,31000000,105.0,2010,1,15134293
1545,Remember the Titans,Drama,30000000,113.0,2000,9,136706683
1546,The Hunt for Red October,Action,30000000,134.0,1990,3,199200000
1547,The Butler,Drama,25000000,132.0,2013,8,115922175
1548,DodgeBall: A True Underdog Story,Comedy,20000000,92.0,2004,6,167722310
1549,The Addams Family,Horror,30000000,99.0,1991,11,191502426
1550,Ace Ventura: When Nature Calls,Crime,30000000,90.0,1995,11,212385533
1551,The Princess Diaries,Comedy,37000000,115.0,2001,8,165335153
1552,The First Wives Club,Comedy,26000000,102.0,1996,9,116400000
1553,Se7en,Crime,33000000,127.0,1995,9,327311859
1554,District 9,Science Fiction,30000000,112.0,2009,8,210819611
1555,The SpongeBob SquarePants Movie,Animation,30000000,87.0,2004,11,140161792
1556,Mystic River,Thriller,25000000,138.0,2003,10,156822020
1557,Million Dollar Baby,Drama,30000000,132.0,2004,12,216763646
1558,Analyze This,Comedy,80000000,103.0,1999,3,176885658
1559,The Notebook,Romance,29000000,123.0,2004,6,115603229
1560,27 Dresses,Comedy,30000000,111.0,2008,1,160259319
1561,Hannah Montana: The Movie,Comedy,35000000,102.0,2009,4,155545279
1562,Rugrats in Paris: The Movie,Adventure,30,78.0,2000,9,103
1563,The Prince of Tides,Drama,30000000,132.0,1991,12,74787599
1564,Legends of the Fall,Adventure,30000000,133.0,1994,12,160638883
1565,Up in the Air,Drama,25000000,109.0,2009,9,163670000
1566,About Schmidt,Drama,30000000,125.0,2002,12,105834556
1567,Warm Bodies,Horror,35000000,97.0,2013,1,116980662
1568,Looper,Action,30000000,118.0,2012,9,47042000
1569,Down to Earth,Fantasy,0,87.0,2001,2,0
1570,Babe,Fantasy,30000000,89.0,1995,7,254134910
1571,Hope Springs,Drama,30000000,100.0,2012,8,114281051
1572,Forgetting Sarah Marshall,Comedy,30000000,111.0,2008,4,105173115
1573,Four Brothers,Action,45000000,109.0,2005,8,92374674
1574,Baby Mama,Comedy,30000000,99.0,2008,4,63833449
1575,Hope Floats,Drama,0,114.0,1998,5,0
1576,Bride Wars,Comedy,30000000,89.0,2009,1,114663461
1577,Without a Paddle,Action,19000000,95.0,2004,8,69631118
1578,13 Going on 30,Comedy,37000000,98.0,2004,4,96455697
1579,Midnight in Paris,Fantasy,30000000,94.0,2011,5,151119219
1580,The Nut Job,Animation,0,85.0,2014,1,0
1581,Blow,Crime,53000000,124.0,2001,4,83282296
1582,Message in a Bottle,Romance,80000000,131.0,1999,2,118880016
1583,Star Trek V: The Final Frontier,Science Fiction,30000000,107.0,1989,6,70200000
1584,Like Mike,Comedy,30000000,99.0,2002,7,0
1585,The Naked Gun 33⅓: The Final Insult,Comedy,30000000,83.0,1994,3,51132598
1586,A View to a Kill,Adventure,30000000,131.0,1985,5,152427960
1587,The Curse of the Were-Rabbit,Adventure,30000000,85.0,2005,9,192452832
1588,P.S. I Love You,Drama,30000000,126.0,2007,11,156835339
1589,Racing Stripes,Comedy,30000000,102.0,2005,1,93772522
1590,Atonement,Drama,30000000,123.0,2007,8,129266061
1591,Letters to Juliet,Comedy,30000000,105.0,2010,5,0
1592,Black Rain,Action,30000000,125.0,1989,9,45892212
1593,The Three Stooges,Comedy,30000000,92.0,2012,4,54819301
1594,Corpse Bride,Romance,40000000,77.0,2005,9,117195061
1595,Glory Road,Drama,0,118.0,2006,1,42647449
1596,Sicario,Action,30000000,121.0,2015,9,84025816
1597,Southpaw,Action,30000000,123.0,2015,6,91709827
1598,Drag Me to Hell,Horror,30000000,99.0,2009,3,90810892
1599,The Age of Adaline,Fantasy,25000000,112.0,2015,4,65663276
1600,Secondhand Lions,Comedy,0,111.0,2003,9,0
1601,Step Up 3D,Drama,30000000,107.0,2010,8,159291809
1602,Blue Crush,Adventure,25000000,104.0,2002,8,51842679
1603,Stranger Than Fiction,Comedy,30000000,113.0,2006,9,53653224
1604,30 Days of Night,Horror,30000000,113.0,2007,10,75505973
1605,The Cabin in the Woods,Horror,30000000,95.0,2012,4,66486080
1606,Meet the Spartans,Comedy,30000000,84.0,2008,1,84646831
1607,Midnight Run,Adventure,30000000,126.0,1988,7,38413606
1608,The Running Man,Action,27000000,101.0,1987,11,38122105
1609,Little Shop of Horrors,Horror,25000000,94.0,1986,12,38748395
1610,Hanna,Action,30000000,111.0,2011,4,63782078
1611,Mortal Kombat: Annihilation,Action,30000000,95.0,1997,11,51376861
1612,Larry Crowne,Comedy,30000000,98.0,2011,6,36160375
1613,Carrie,Drama,30000000,100.0,2013,10,82394288
1614,Take the Lead,,30000000,108.0,2006,3,34742066
1615,Gridiron Gang,Action,30000000,125.0,2006,9,41480851
1616,What's the Worst That Could Happen?,Action,45000000,94.0,2001,5,0
1617,9,Action,30000000,79.0,2009,8,48428063
1618,Side Effects,Thriller,30000000,106.0,2013,2,63372757
1619,The Prince & Me,Comedy,0,111.0,2004,3,0
1620,Winnie the Pooh,Animation,30000000,63.0,2011,4,14460000
1621,Dumb and Dumberer: When Harry Met Lloyd,Comedy,19000000,85.0,2003,6,39267515
1622,Bulworth,Comedy,30000000,108.0,1998,5,29202884
1623,Get on Up,Drama,0,139.0,2014,8,31911598
1624,One True Thing,Drama,0,127.0,1998,9,0
1625,Virtuosity,Action,30000000,106.0,1995,8,24048000
1626,My Super Ex-Girlfriend,Fantasy,0,95.0,2006,6,60896147
1627,Deliver Us from Evil,Thriller,30000000,118.0,2014,7,0
1628,Sanctum,Action,30000000,108.0,2011,2,108609310
1629,Little Black Book,Comedy,35000000,111.0,2004,8,22034832
1630,The Five-Year Engagement,Comedy,30000000,124.0,2012,4,53909751
1631,Mr. 3000,Comedy,30000000,104.0,2004,6,21800302
1632,The Next Three Days,Romance,30000000,133.0,2010,11,51148651
1633,Ultraviolet,Science Fiction,30000000,87.0,2006,3,31070211
1634,Assault on Precinct 13,Thriller,30000000,109.0,2005,1,35294470
1635,The Replacement Killers,Action,30000000,87.0,1998,2,19204929
1636,Fled,Action,25000000,98.0,1996,7,17193231
1637,Eight Legged Freaks,Action,0,99.0,2002,7,0
1638,Love & Other Drugs,Drama,30000000,112.0,2010,11,102820008
1639,88 Minutes,Crime,30000000,108.0,2007,2,16930884
1640,North Country,Drama,35000000,126.0,2005,2,25224242
1641,The Whole Ten Yards,Comedy,40000000,98.0,2004,4,26155781
1642,Splice,Horror,26000000,104.0,2009,10,0
1643,Howard the Duck,Comedy,37000000,110.0,1986,8,37962774
1644,Pride and Glory,Thriller,30000000,130.0,2008,9,31148328
1645,The Cave,Action,30000000,97.0,2005,8,15007991
1646,Alex & Emma,Comedy,30000000,96.0,2003,6,15368897
1647,Wicker Park,Drama,30000000,114.0,2004,9,13001257
1648,Fright Night,Horror,17000000,106.0,2011,8,24922237
1649,The New World,Drama,30000000,135.0,2005,12,30536013
1650,Wing Commander,Action,30000000,100.0,1999,3,0
1651,In Dreams,Drama,0,100.0,1999,1,0
1652,Dragonball Evolution,Action,100000000,85.0,2009,4,0
1653,The Last Stand,Action,30000000,107.0,2013,1,0
1654,Godsend,Drama,25000000,102.0,2004,4,30114487
1655,Chasing Liberty,Comedy,23000000,111.0,2004,1,12
1656,Hoodwinked Too! Hood VS. Evil,Comedy,30000000,86.0,2011,4,13521829
1657,An Unfinished Life,Drama,30000000,108.0,2005,9,18618284
1658,The Imaginarium of Doctor Parnassus,Adventure,30000000,123.0,2009,10,64352607
1659,Barney's Version,Comedy,30000000,134.0,2010,10,8454301
1660,Runner Runner,Crime,30000000,91.0,2013,9,62616646
1661,Antitrust,Action,30000000,108.0,2001,1,18195610
1662,Glory,,18000000,122.0,1989,12,26828365
1663,Once Upon a Time in America,Drama,30000000,229.0,1984,2,0
1664,Dead Man Down,Thriller,0,118.0,2013,3,18074539
1665,The Merchant of Venice,Drama,0,138.0,2004,9,0
1666,The Good Thief,Crime,0,108.0,2003,4,0
1667,Supercross,Action,0,80.0,2005,8,3102550
1668,Miss Potter,Drama,30000000,92.0,2006,12,35078241
1669,The Promise,Fantasy,0,98.0,2005,12,0
1670,DOA: Dead or Alive,Adventure,21000000,87.0,2006,9,480314
1671,The Assassination of Jesse James by the Coward Robert Ford,Action,30000000,160.0,2007,9,14711793
1672,1911,Adventure,30000000,125.0,2011,7,108348
1673,Little Nicholas,Comedy,0,91.0,2009,9,0
1674,Wild Card,Thriller,30000000,92.0,2015,1,0
1675,Machine Gun Preacher,Action,30000000,129.0,2011,9,2527904
1676,Animals United,Animation,0,93.0,2010,10,0
1677,Goodbye Bafana,,30000000,140.0,2007,2,0
1678,United Passions,Drama,27000000,110.0,2014,6,0
1679,Grace of Monaco,Romance,30000000,103.0,2014,5,0
1680,Savva. Heart of the Warrior,Fantasy,30000000,85.0,2015,11,0
1681,Ripley's Game,Crime,30000000,110.0,2002,9,0
1682,Sausage Party,Adventure,19000000,83.0,2016,7,140752617
1683,Pitch Perfect 2,Comedy,29000000,115.0,2015,5,287506194
1684,Walk the Line,Drama,28000000,136.0,2005,9,186438883
1685,Keeping the Faith,Comedy,30000000,127.0,2000,4,37036004
1686,The Borrowers,Adventure,29000000,86.0,1997,12,0
1687,Frost/Nixon,Drama,0,122.0,2008,10,0
1688,Confessions of a Dangerous Mind,Comedy,30000000,113.0,2002,12,33013805
1689,Serving Sara,Comedy,29000000,100.0,2002,8,16930185
1690,The Boss,Comedy,29000000,91.0,2016,4,78636257
1691,Cry Freedom,Drama,0,157.0,1987,11,0
1692,Mumford,Comedy,0,112.0,1999,9,0
1693,Seed of Chucky,Drama,12000000,87.0,2004,11,24829644
1694,The Jacket,Drama,29000000,103.0,2005,3,21126225
1695,Aladdin,Animation,28000000,90.0,1992,11,504050219
1696,Straight Outta Compton,Drama,28000000,147.0,2015,8,201634991
1697,Indiana Jones and the Temple of Doom,Adventure,28000000,118.0,1984,5,333000000
1698,The Rugrats Movie,Animation,30000000,79.0,1998,11,100491683
1699,Along Came a Spider,Crime,60000000,104.0,2001,4,105178561
1700,Florence Foster Jenkins,Comedy,29000000,110.0,2016,5,48902953
1701,Once Upon a Time in Mexico,Action,29000000,102.0,2003,9,98185582
1702,Die Hard,Action,28000000,131.0,1988,7,140767956
1703,Role Models,Comedy,28000000,99.0,2008,2,92380927
1704,The Big Short,Comedy,28000000,130.0,2015,12,133346506
1705,Taking Woodstock,,0,120.0,2009,9,0
1706,Miracle,Drama,28000000,135.0,2004,2,64445708
1707,Dawn of the Dead,Fantasy,28000000,101.0,2004,3,102356381
1708,The Wedding Planner,Comedy,35000000,103.0,2001,1,94728529
1709,Space Pirate Captain Harlock,Animation,30000000,115.0,2013,9,17137302
1710,The Royal Tenenbaums,Comedy,21000000,110.0,2001,10,71441250
1711,Identity,,30000000,90.0,2003,4,90259536
1712,Last Vegas,Comedy,28000000,105.0,2013,10,134402450
1713,For Your Eyes Only,Adventure,28000000,127.0,1981,6,195312802
1714,Serendipity,Comedy,28000000,90.0,2001,10,77516304
1715,Timecop,Thriller,27000000,99.0,1994,9,101646581
1716,Zoolander,Comedy,28000000,89.0,2001,9,60780981
1717,Safe Haven,Romance,28000000,115.0,2013,2,97594140
1718,Hocus Pocus,Comedy,28000000,96.0,1993,7,39514713
1719,No Reservations,Comedy,28000000,104.0,2007,7,92601050
1720,Kick-Ass,Action,28000000,117.0,2010,3,96188903
1721,30 Minutes or Less,Action,28000000,83.0,2011,8,40547440
1722,Dracula 2000,Thriller,28000000,99.0,2000,12,33000337
1723,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",,28000000,81.0,2014,10,100654149
1724,Pride & Prejudice,Drama,28000000,135.0,2005,9,121147947
1725,Blade Runner,Science Fiction,28000000,117.0,1982,6,33139618
1726,Rob Roy,Adventure,28000000,139.0,1995,4,31596911
1727,3 Days to Kill,Action,28000000,113.0,2014,2,52597999
1728,We Own the Night,Drama,21000000,117.0,2007,5,54926886
1729,Lost Souls,Horror,0,97.0,2000,10,0
1730,Winged Migration,,35866397,98.0,2001,12,20217080
1731,Just My Luck,Comedy,28000000,103.0,2006,5,38159905
1732,"Mystery, Alaska",Drama,28000000,119.0,1999,10,8888143
1733,The Spy Next Door,Action,28000000,94.0,2010,1,45236543
1734,A Simple Wish,Adventure,28000000,86.0,1997,7,8345056
1735,Ghosts of Mars,Action,28000000,98.0,2001,8,14010832
1736,Our Brand Is Crisis,Comedy,28000000,108.0,2015,9,7002261
1737,Pride and Prejudice and Zombies,Romance,28000000,108.0,2016,2,16374328
1738,Kundun,Drama,28000000,134.0,1997,12,5684789
1739,How to Lose Friends & Alienate People,Comedy,27000000,110.0,2008,10,17286299
1740,Kick-Ass 2,Action,28000000,103.0,2013,7,60700000
1741,Alatriste,Action,24000000,145.0,2006,9,23321954
1742,Brick Mansions,Action,28000000,90.0,2014,4,68896829
1743,Octopussy,Adventure,27500000,131.0,1983,6,187500000
1744,Knocked Up,Comedy,30000000,129.0,2007,6,219076518
1745,My Sister's Keeper,Drama,30000000,109.0,2009,6,95714875
1746,Welcome Home Roscoe Jenkins,Comedy,35000000,114.0,2008,2,43650785
1747,A Passage to India,Drama,8000000,163.0,1984,12,27187653
1748,Notes on a Scandal,Drama,15000000,92.0,2006,12,49469904
1749,Rendition,Drama,27500000,120.0,2007,9,24748670
1750,Star Trek VI: The Undiscovered Country,Science Fiction,27000000,113.0,1991,12,96900000
1751,Divine Secrets of the Ya-Ya Sisterhood,Comedy,27000000,116.0,2002,6,0
1752,Kiss the Girls,Drama,27000000,115.0,1997,10,60527873
1753,The Blues Brothers,,27000000,133.0,1980,6,115229890
